"unified_id"	"native_id"	"alt_id"	"id_type"	"tissue"	"hist_primary"	"hist_secondary"	"match_id"
"HCC95_LUNG"	"HCC95_LUNG"	"HCC-95"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HCC95"
"HDQP1_BREAST"	"HDQP1_BREAST"	"HDQ-P1"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HDQP1"
"HDQP1_BREAST"	"HDQ-P1"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"HDQP1"
"HLC1_LUNG"	"HLC1_LUNG"	"HLC-1"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HLC1"
"HLFA_LUNG"	"HLFA_LUNG"	"HLF-a"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"HLFA"
"HMC18_BREAST"	"HMC18_BREAST"	"HMC-1-8"	"CCLE"	"breast"	"carcinoma"	"NS"	"HMC18"
"HMEL_BREAST"	"HMEL_BREAST"	"HMEL"	"CCLE"	"breast"	"other"	"immortalized_epithelial"	"HMEL"
"HOP62_LUNG"	"HOP-62"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"HOP62"
"HOP62_LUNG"	"HOP-62"	"905972"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"HOP62"
"HOP92_LUNG"	"HOP-92"	NA	"cosmic_clp"	"lung"	"carcinoma"	"large_cell_carcinoma"	"HOP92"
"HOP92_LUNG"	"HOP-92"	"905973"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"HOP92"
"HS229T_LUNG"	"HS229T_LUNG"	"Hs 229.T"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HS229T"
"HS274T_BREAST"	"HS274T_BREAST"	"Hs 274.T"	"CCLE"	"breast"	"carcinoma"	"NS"	"HS274T"
"HS281T_BREAST"	"HS281T_BREAST"	"Hs 281.T"	"CCLE"	"breast"	"carcinoma"	"NS"	"HS281T"
"HS343T_BREAST"	"HS343T_BREAST"	"Hs 343.T"	"CCLE"	"breast"	"carcinoma"	"NS"	"HS343T"
"HS578T_BREAST"	"HS578T_BREAST"	"Hs 578T"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"HS578T"
"HS578T_BREAST"	"Hs-578-T"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"HS578T"
"HS578T_BREAST"	"Hs-578-T"	"905957"	"gdsc"	"breast"	"breast"	NA	"HS578T"
"HS578T_BREAST"	"Hs 578T"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"HS578T"
"HS606T_BREAST"	"HS606T_BREAST"	"Hs 606.T"	"CCLE"	"breast"	"carcinoma"	"NS"	"HS606T"
"HS618T_LUNG"	"HS618T_LUNG"	"Hs 618.T"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"HS618T"
"HS739T_BREAST"	"HS739T_BREAST"	"Hs 739.T"	"CCLE"	"breast"	"carcinoma"	"NS"	"HS739T"
"HS742T_BREAST"	"HS742T_BREAST"	"Hs 742.T"	"CCLE"	"breast"	"carcinoma"	"NS"	"HS742T"
"IALM_LUNG"	"IALM_LUNG"	"IA-LM"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"IALM"
"IALM_LUNG"	"IA-LM"	NA	"cosmic_clp"	"lung"	"carcinoma"	"large_cell_carcinoma"	"IALM"
"IALM_LUNG"	"IA-LM"	"910779"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"IALM"
"ISTSL1_LUNG"	"IST-SL1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"ISTSL1"
"ISTSL1_LUNG"	"IST-SL1"	"753564"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"ISTSL1"
"ISTSL2_LUNG"	"IST-SL2"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"ISTSL2"
"ISTSL2_LUNG"	"IST-SL2"	"753565"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"ISTSL2"
"JIMT1_BREAST"	"JIMT1_BREAST"	"JIMT-1"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"JIMT1"
"JIMT1_BREAST"	"JIMT-1"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"JIMT1"
"KNS62_LUNG"	"KNS62_LUNG"	"KNS-62"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"KNS62"
"KNS62_LUNG"	"KNS-62"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"KNS62"
"KNS62_LUNG"	"KNS-62"	"753569"	"gdsc"	"lung"	"lung_NSCLC_squamous_cell_carcinoma"	NA	"KNS62"
"KPL1_BREAST"	"KPL1_BREAST"	"KPL-1"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"KPL1"
"KPL1_BREAST"	"KPL-1"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"KPL1"
"LB647SCLC_LUNG"	"LB647-SCLC"	NA	"cosmic_clp"	"lung"	"carcinoma"	"NS"	"LB647SCLC"
"LB647SCLC_LUNG"	"LB647-SCLC"	"753582"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"LB647SCLC"
"LC1F_LUNG"	"LC1F_LUNG"	"LC-1F"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"LC1F"
"LC1F_LUNG"	"LC-1F"	"907785"	"gdsc"	"lung"	"lung_NSCLC_squamous_cell_carcinoma"	NA	"LC1F"
"LC1SQ_LUNG"	"LC-1-sq"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"LC1SQ"
"LC1SQSF_LUNG"	"LC1SQSF_LUNG"	"LC-1/sq-SF"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"LC1SQSF"
"LC2AD_LUNG"	"LC-2-ad"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"LC2AD"
"LC2AD_LUNG"	"LC-2-ad"	"907786"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"LC2AD"
"LCLC103H_LUNG"	"LCLC103H_LUNG"	"LCLC-103H"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"LCLC103H"
"LCLC103H_LUNG"	"LCLC-103H"	NA	"cosmic_clp"	"lung"	"carcinoma"	"large_cell_carcinoma"	"LCLC103H"
"LCLC103H_LUNG"	"LCLC-103H"	"753586"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"LCLC103H"
"LCLC97TM1_LUNG"	"LCLC97TM1_LUNG"	"LCLC-97TM1"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"LCLC97TM1"
"LCLC97TM1_LUNG"	"LCLC-97TM1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"large_cell_carcinoma"	"LCLC97TM1"
"LCLC97TM1_LUNG"	"LCLC-97TM1"	"946361"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"LCLC97TM1"
"LK2_LUNG"	"LK2_LUNG"	"LK-2"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"LK2"
"LK2_LUNG"	"LK-2"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"LK2"
"LK2_LUNG"	"LK-2"	"687787"	"gdsc"	"lung"	"lung_NSCLC_squamous_cell_carcinoma"	NA	"LK2"
"LOUNH91_LUNG"	"LOUNH91_LUNG"	"LOU-NH91"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"LOUNH91"
"LOUNH91_LUNG"	"LOU-NH91"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"LOUNH91"
"LU134A_LUNG"	"LU-134-A"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"LU134A"
"LU134A_LUNG"	"LU-134-A"	"753588"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"LU134A"
"LU135_LUNG"	"LU-135"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"LU135"
"LU135_LUNG"	"LU-135"	"713899"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"LU135"
"LU139_LUNG"	"LU-139"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"LU139"
"LU139_LUNG"	"LU-139"	"713878"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"LU139"
"LU165_LUNG"	"LU-165"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"LU165"
"LU165_LUNG"	"LU-165"	"753589"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"LU165"
"LU65_LUNG"	"LU65_LUNG"	"LU65"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"LU65"
"LU65_LUNG"	"LU-65"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"LU65"
"LU65_LUNG"	"LU-65"	"724863"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"LU65"
"LU99_LUNG"	"LU99_LUNG"	"LU99"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"LU99"
"LU99A_LUNG"	"LU-99A"	NA	"cosmic_clp"	"lung"	"carcinoma"	"giant_cell_carcinoma"	"LU99A"
"LU99A_LUNG"	"LU-99A"	"907796"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"LU99A"
"LUDLU1_LUNG"	"LUDLU1_LUNG"	"LUDLU-1"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"LUDLU1"
"LXF289_LUNG"	"LXF289_LUNG"	"LXF-289"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"LXF289"
"LXF289_LUNG"	"LXF-289"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"LXF289"
"LXF289_LUNG"	"LXF-289"	"753592"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"LXF289"
"MB157_BREAST"	"MB157_BREAST"	"MB 157"	"CCLE"	"breast"	"carcinoma"	"NS"	"MB157"
"MCF7_BREAST"	"MCF7_BREAST"	"MCF7"	"CCLE"	"breast"	"carcinoma"	"NS"	"MCF7"
"MCF7_BREAST"	"MCF7"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MCF7"
"MCF7_BREAST"	"MCF7"	"905946"	"gdsc"	"breast"	"breast"	NA	"MCF7"
"MCF7_BREAST"	"MCF7"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"MCF7"
"MDAMB134VI_BREAST"	"MDAMB134VI_BREAST"	"MDA-MB-134-VI"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"MDAMB134VI"
"MDAMB134VI_BREAST"	"MDA-MB-134-VI"	"908119"	"gdsc"	"breast"	"breast"	NA	"MDAMB134VI"
"MDAMB157_BREAST"	"MDAMB157_BREAST"	"MDA-MB-157"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"MDAMB157"
"MDAMB157_BREAST"	"MDA-MB-157"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"MDAMB157"
"MDAMB157_BREAST"	"MDA-MB-157"	"925338"	"gdsc"	"breast"	"breast"	NA	"MDAMB157"
"MDAMB175VII_BREAST"	"MDAMB175VII_BREAST"	"MDA-MB-175-VII"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"MDAMB175VII"
"MDAMB175VII_BREAST"	"MDA-MB-175-VII"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"MDAMB175VII"
"MDAMB175VII_BREAST"	"MDA-MB-175-VII"	"908120"	"gdsc"	"breast"	"breast"	NA	"MDAMB175VII"
"MDAMB231_BREAST"	"MDAMB231_BREAST"	"MDA-MB-231"	"CCLE"	"breast"	"carcinoma"	"NS"	"MDAMB231"
"MDAMB231_BREAST"	"MDA-MB-231"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MDAMB231"
"MDAMB231_BREAST"	"MDA-MB-231"	"905960"	"gdsc"	"breast"	"breast"	NA	"MDAMB231"
"MDAMB231_BREAST"	"MDA MB 231"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"MDAMB231"
"MDAMB330_BREAST"	"MDA-MB-330"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MDAMB330"
"MDAMB361_BREAST"	"MDAMB361_BREAST"	"MDA-MB-361"	"CCLE"	"breast"	"carcinoma"	"NS"	"MDAMB361"
"MDAMB361_BREAST"	"MDA-MB-361"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MDAMB361"
"MDAMB361_BREAST"	"MDA-MB-361"	"908121"	"gdsc"	"breast"	"breast"	NA	"MDAMB361"
"MDAMB415_BREAST"	"MDAMB415_BREAST"	"MDA-MB-415"	"CCLE"	"breast"	"carcinoma"	"NS"	"MDAMB415"
"MDAMB415_BREAST"	"MDA-MB-415"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MDAMB415"
"MDAMB415_BREAST"	"MDA-MB-415"	"924240"	"gdsc"	"breast"	"breast"	NA	"MDAMB415"
"MDAMB415_BREAST"	"MDA-MB-415"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"MDAMB415"
"MDAMB436_BREAST"	"MDAMB436_BREAST"	"MDA-MB-436"	"CCLE"	"breast"	"carcinoma"	"NS"	"MDAMB436"
"MDAMB436_BREAST"	"MDA-MB-436"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MDAMB436"
"MDAMB436_BREAST"	"MDA-MB-436"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"MDAMB436"
"MDAMB453_BREAST"	"MDAMB453_BREAST"	"MDA-MB-453"	"CCLE"	"breast"	"carcinoma"	"NS"	"MDAMB453"
"MDAMB453_BREAST"	"MDA-MB-453"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MDAMB453"
"MDAMB453_BREAST"	"MDA-MB-453"	"908122"	"gdsc"	"breast"	"breast"	NA	"MDAMB453"
"MDAMB453_BREAST"	"MDA MB 453"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"MDAMB453"
"MDAMB468_BREAST"	"MDAMB468_BREAST"	"MDA-MB-468"	"CCLE"	"breast"	"carcinoma"	"NS"	"MDAMB468"
"MDAMB468_BREAST"	"MDA-MB-468"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MDAMB468"
"MDAMB468_BREAST"	"MDA-MB-468"	"908123"	"gdsc"	"breast"	"breast"	NA	"MDAMB468"
"MDAMB468_BREAST"	"MDA MB 468"	NA	"eurofins"	"breast"	"carcinoma"	"NS"	"MDAMB468"
"MFM223_BREAST"	"MFM-223"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"MFM223"
"MFM223_BREAST"	"MFM-223"	"910948"	"gdsc"	"breast"	"breast"	NA	"MFM223"
"MORCPR_LUNG"	"MORCPR_LUNG"	"MOR/CPR"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"MORCPR"
"MRKNU1_BREAST"	"MRK-nu-1"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"MRKNU1"
"MRKNU1_BREAST"	"MRK-nu-1"	"908151"	"gdsc"	"breast"	"breast"	NA	"MRKNU1"
"MS1_LUNG"	"MS-1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"MS1"
"MS1_LUNG"	"MS-1"	"753594"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"MS1"
"MT3_BREAST"	"MT-3"	NA	"eurofins"	"breast"	"Breast"	NA	"MT3"
"NCIH1048_LUNG"	"NCIH1048_LUNG"	"NCI-H1048"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1048"
"NCIH1048_LUNG"	"NCI-H1048"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1048"
"NCIH1048_LUNG"	"NCI-H1048"	"687995"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1048"
"NCIH1092_LUNG"	"NCIH1092_LUNG"	"NCI-H1092"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1092"
"NCIH1092_LUNG"	"NCI-H1092"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1092"
"NCIH1092_LUNG"	"NCI-H1092"	"687997"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1092"
"NCIH1105_LUNG"	"NCIH1105_LUNG"	"NCI-H1105"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1105"
"NCIH1105_LUNG"	"NCI-H1105"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1105"
"NCIH1155_LUNG"	"NCIH1155_LUNG"	"NCI-H1155"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"NCIH1155"
"NCIH1155_LUNG"	"NCI-H1155"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1155"
"NCIH1155_LUNG"	"NCI-H1155"	"908467"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"NCIH1155"
"NCIH1184_LUNG"	"NCIH1184_LUNG"	"NCI-H1184"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1184"
"NCIH128_LUNG"	"NCI-H128"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH128"
"NCIH128_LUNG"	"NCI-H128"	"753597"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH128"
"NCIH1299_LUNG"	"NCIH1299_LUNG"	"NCI-H1299"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1299"
"NCIH1299_LUNG"	"NCI-H1299"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1299"
"NCIH1299_LUNG"	"NCI-H1299"	"724831"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"NCIH1299"
"NCIH1304_LUNG"	"NCI-H1304"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1304"
"NCIH1304_LUNG"	"NCI-H1304"	"753599"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1304"
"NCIH1339_LUNG"	"NCIH1339_LUNG"	"NCI-H1339"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1339"
"NCIH1341_LUNG"	"NCIH1341_LUNG"	"NCI-H1341"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1341"
"NCIH1341_LUNG"	"NCI-H1341"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1341"
"NCIH1355_LUNG"	"NCIH1355_LUNG"	"NCI-H1355"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1355"
"NCIH1355_LUNG"	"NCI-H1355"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1355"
"NCIH1355_LUNG"	"NCI-H1355"	"724866"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1355"
"NCIH1373_LUNG"	"NCIH1373_LUNG"	"NCI-H1373"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1373"
"NCIH1385_LUNG"	"NCIH1385_LUNG"	"NCI-H1385"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"NCIH1385"
"NCIH1395_LUNG"	"NCIH1395_LUNG"	"NCI-H1395"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1395"
"NCIH1395_LUNG"	"NCI-H1395"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1395"
"NCIH1395_LUNG"	"NCI-H1395"	"684681"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1395"
"NCIH1417_LUNG"	"NCI-H1417"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1417"
"NCIH1417_LUNG"	"NCI-H1417"	"688001"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1417"
"NCIH1435_LUNG"	"NCIH1435_LUNG"	"NCI-H1435"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1435"
"NCIH1435_LUNG"	"NCI-H1435"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1435"
"NCIH1436_LUNG"	"NCIH1436_LUNG"	"NCI-H1436"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1436"
"NCIH1436_LUNG"	"NCI-H1436"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1436"
"NCIH1436_LUNG"	"NCI-H1436"	"908469"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1436"
"NCIH1437_LUNG"	"NCIH1437_LUNG"	"NCI-H1437"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1437"
"NCIH1437_LUNG"	"NCI-H1437"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1437"
"NCIH1437_LUNG"	"NCI-H1437"	"687794"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1437"
"NCIH146_LUNG"	"NCIH146_LUNG"	"NCI-H146"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH146"
"NCIH146_LUNG"	"NCI-H146"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH146"
"NCIH1522_LUNG"	"NCI-H1522"	"908464"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1522"
"NCIH1563_LUNG"	"NCIH1563_LUNG"	"NCI-H1563"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1563"
"NCIH1563_LUNG"	"NCI-H1563"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1563"
"NCIH1563_LUNG"	"NCI-H1563"	"753600"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1563"
"NCIH1568_LUNG"	"NCIH1568_LUNG"	"NCI-H1568"	"CCLE"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1568"
"NCIH1568_LUNG"	"NCI-H1568"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1568"
"NCIH1573_LUNG"	"NCIH1573_LUNG"	"NCI-H1573"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1573"
"NCIH1573_LUNG"	"NCI-H1573"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1573"
"NCIH1573_LUNG"	"NCI-H1573"	"908472"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1573"
"NCIH1581_LUNG"	"NCIH1581_LUNG"	"NCI-H1581"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"NCIH1581"
"NCIH1581_LUNG"	"NCI-H1581"	NA	"cosmic_clp"	"lung"	"carcinoma"	"large_cell_carcinoma"	"NCIH1581"
"NCIH1581_LUNG"	"NCI-H1581"	"908471"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"NCIH1581"
"NCIH1618_LUNG"	"NCIH1618_LUNG"	"NCI-H1618"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1618"
"NCIH1618_LUNG"	"NCI-H1618"	"753601"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1618"
"NCIH1623_LUNG"	"NCIH1623_LUNG"	"NCI-H1623"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1623"
"NCIH1623_LUNG"	"NCI-H1623"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1623"
"NCIH1623_LUNG"	"NCI-H1623"	"687798"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1623"
"NCIH1648_LUNG"	"NCIH1648_LUNG"	"NCI-H1648"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1648"
"NCIH1648_LUNG"	"NCI-H1648"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1648"
"NCIH1648_LUNG"	"NCI-H1648"	"687799"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1648"
"NCIH1650_LUNG"	"NCIH1650_LUNG"	"NCI-H1650"	"CCLE"	"lung"	"carcinoma"	"bronchioloalveolar_adenocarcinoma"	"NCIH1650"
"NCIH1650_LUNG"	"NCI-H1650"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1650"
"NCIH1650_LUNG"	"NCI-H1650"	"687800"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1650"
"NCIH1651_LUNG"	"NCIH1651_LUNG"	"NCI-H1651"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1651"
"NCIH1651_LUNG"	"NCI-H1651"	NA	"cosmic_clp"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1651"
"NCIH1651_LUNG"	"NCI-H1651"	"910900"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1651"
"NCIH1666_LUNG"	"NCIH1666_LUNG"	"NCI-H1666"	"CCLE"	"lung"	"carcinoma"	"bronchioloalveolar_adenocarcinoma"	"NCIH1666"
"NCIH1666_LUNG"	"NCI-H1666"	NA	"cosmic_clp"	"lung"	"carcinoma"	"bronchioloalveolar_adenocarcinoma"	"NCIH1666"
"NCIH1666_LUNG"	"NCI-H1666"	"908473"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1666"
"NCIH1688_LUNG"	"NCI-H1688"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1688"
"NCIH1693_LUNG"	"NCIH1693_LUNG"	"NCI-H1693"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1693"
"NCIH1693_LUNG"	"NCI-H1693"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"NCIH1693"
"NCIH1693_LUNG"	"NCI-H1693"	"687802"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"NCIH1693"
"NCIH1694_LUNG"	"NCIH1694_LUNG"	"NCI-H1694"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1694"
"NCIH1694_LUNG"	"NCI-H1694"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"NCIH1694"
"NCIH1694_LUNG"	"NCI-H1694"	"688006"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"NCIH1694"
"NCIH1703_LUNG"	"NCIH1703_LUNG"	"NCI-H1703"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"NCIH1703"
"NCIH1703_LUNG"	"NCI-H1703"	NA	"cosmic_clp"	"lung"	"carcinoma"	"mixed_adenosquamous_carcinoma"	"NCIH1703"
