"unified_id"	"native_id"	"alt_id"	"id_type"	"tissue"	"hist_primary"	"hist_secondary"	"match_id"
"CORL105_LUNG"	"COR-L105"	NA	"eurofins"	"lung"	"carcinoma"	"adenocarcinoma"	"CORL105"
"CORL23_LUNG"	"CORL23_LUNG"	"COR-L23"	"CCLE"	"lung"	"carcinoma"	"large_cell_carcinoma"	"CORL23"
"CORL23_LUNG"	"COR-L23"	NA	"cosmic_clp"	"lung"	"carcinoma"	"non_small_cell_carcinoma"	"CORL23"
"CORL23_LUNG"	"COR-L23"	"687780"	"gdsc"	"lung"	"lung_NSCLC_large_cell"	NA	"CORL23"
"CORL23_LUNG"	"COR-L23"	NA	"eurofins"	"lung"	"carcinoma"	"large_cell_carcinoma"	"CORL23"
"CORL24_LUNG"	"CORL24_LUNG"	"COR-L24"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL24"
"CORL279_LUNG"	"CORL279_LUNG"	"COR-L279"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL279"
"CORL279_LUNG"	"COR-L279"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL279"
"CORL279_LUNG"	"COR-L279"	"910937"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"CORL279"
"CORL303_LUNG"	"COR-L303"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL303"
"CORL311_LUNG"	"CORL311_LUNG"	"COR-L311"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL311"
"CORL311_LUNG"	"COR-L311"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL311"
"CORL32_LUNG"	"COR-L32"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL32"
"CORL321_NS"	"COR-L321"	NA	"cosmic_clp"	"NS"	"NS"	"NS"	"CORL321"
"CORL47_LUNG"	"CORL47_LUNG"	"COR-L47"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL47"
"CORL51_LUNG"	"CORL51_LUNG"	"COR-L51"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL51"
"CORL88_LUNG"	"CORL88_LUNG"	"COR-L88"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL88"
"CORL88_LUNG"	"COR-L88"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL88"
"CORL88_LUNG"	"COR-L88"	"906808"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"CORL88"
"CORL95_LUNG"	"CORL95_LUNG"	"COR-L95"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL95"
"CORL95_LUNG"	"COR-L95"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CORL95"
"COV318_OVARY"	"COV318_OVARY"	"COV318"	"CCLE"	"ovary"	"carcinoma"	"NS"	"COV318"
"COV362_OVARY"	"COV362_OVARY"	"COV362"	"CCLE"	"ovary"	"carcinoma"	"NS"	"COV362"
"COV434_OVARY"	"COV434_OVARY"	"COV434"	"CCLE"	"ovary"	"sex_cord-stromal_tumour"	"granulosa_cell_tumour"	"COV434"
"COV504_OVARY"	"COV504_OVARY"	"COV504"	"CCLE"	"ovary"	"carcinoma"	"NS"	"COV504"
"COV644_OVARY"	"COV644_OVARY"	"COV644"	"CCLE"	"ovary"	"carcinoma"	"NS"	"COV644"
"CP50MELB_SKIN"	"CP50-MEL-B"	NA	"cosmic_clp"	"skin"	"malignant_melanoma"	"NS"	"CP50MELB"
"CP50MELB_SKIN"	"CP50-MEL-B"	"753545"	"gdsc"	"skin"	"melanoma"	NA	"CP50MELB"
"CP66MEL_SKIN"	"CP66-MEL"	NA	"cosmic_clp"	"skin"	"malignant_melanoma"	"NS"	"CP66MEL"
"CP66MEL_SKIN"	"CP66-MEL"	"753546"	"gdsc"	"skin"	"melanoma"	NA	"CP66MEL"
"CP67MEL_SKIN"	"CP67-MEL"	NA	"cosmic_clp"	"skin"	"malignant_melanoma"	"NS"	"CP67MEL"
"CP67MEL_SKIN"	"CP67-MEL"	"949092"	"gdsc"	"skin"	"melanoma"	NA	"CP67MEL"
"CPCN_LUNG"	"CPCN_LUNG"	"CPC-N"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CPCN"
"CPCN_LUNG"	"CPC-N"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"CPCN"
"CPCN_LUNG"	"CPC-N"	"753547"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"CPCN"
"CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CRO-AP2"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"B_cell_lymphoma_unspecified"	"CROAP2"
"CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CRO-AP2"	"906807"	"gdsc"	"blood"	"B_cell_lymphoma"	NA	"CROAP2"
"CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CRO-AP2"	NA	"eurofins"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"B_cell_lymphoma_unspecified"	"CROAP2"
"CROAP3_NS"	"CRO-AP3"	NA	"cosmic_clp"	"NS"	"NS"	"NS"	"CROAP3"
"CS1_BONE"	"CS1"	NA	"cosmic_clp"	"bone"	"other"	"neoplasm"	"CS1"
"CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CTB-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"B_cell_lymphoma_unspecified"	"CTB1"
"CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CTB-1"	"949088"	"gdsc"	"blood"	"B_cell_lymphoma"	NA	"CTB1"
"CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CTV-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"plasma_cell_myeloma"	"CTV1"
"CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CTV-1"	"753548"	"gdsc"	"blood"	"acute_myeloid_leukaemia"	NA	"CTV1"
"CW2_LARGE_INTESTINE"	"CW2_LARGE_INTESTINE"	"CW-2"	"CCLE"	"large_intestine"	"carcinoma"	"NS"	"CW2"
"CW2_LARGE_INTESTINE"	"CW-2"	NA	"cosmic_clp"	"large_intestine"	"carcinoma"	"NS"	"CW2"
"CW2_LARGE_INTESTINE"	"CW-2"	"910554"	"gdsc"	"digestive_system"	"large_intestine"	NA	"CW2"
"D245MG_CENTRAL_NERVOUS_SYSTEM"	"D-245MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D245MG"
"D247MG_CENTRAL_NERVOUS_SYSTEM"	"D-247MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D247MG"
"D247MG_CENTRAL_NERVOUS_SYSTEM"	"D-247MG"	"946367"	"gdsc"	"nervous_system"	"glioma"	NA	"D247MG"
"D263MG_CENTRAL_NERVOUS_SYSTEM"	"D-263MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D263MG"
"D263MG_CENTRAL_NERVOUS_SYSTEM"	"D-263MG"	"946368"	"gdsc"	"nervous_system"	"glioma"	NA	"D263MG"
"D283MED_CENTRAL_NERVOUS_SYSTEM"	"D283MED_CENTRAL_NERVOUS_SYSTEM"	"D283 Med"	"CCLE"	"central_nervous_system"	"primitive_neuroectodermal_tumour-medulloblastoma"	"NS"	"D283MED"
"D283MED_CENTRAL_NERVOUS_SYSTEM"	"D-283MED"	NA	"cosmic_clp"	"central_nervous_system"	"primitive_neuroectodermal_tumour-medulloblastoma"	"NS"	"D283MED"
"D283MED_CENTRAL_NERVOUS_SYSTEM"	"D-283MED"	"906834"	"gdsc"	"nervous_system"	"medulloblastoma"	NA	"D283MED"
"D283MED_CENTRAL_NERVOUS_SYSTEM"	"D283 Med"	NA	"eurofins"	"central_nervous_system"	"primitive_neuroectodermal_tumour-medulloblastoma"	"NS"	"D283MED"
"D336MG_CENTRAL_NERVOUS_SYSTEM"	"D-336MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D336MG"
"D336MG_CENTRAL_NERVOUS_SYSTEM"	"D-336MG"	"946369"	"gdsc"	"nervous_system"	"glioma"	NA	"D336MG"
"D341MED_CENTRAL_NERVOUS_SYSTEM"	"D341MED_CENTRAL_NERVOUS_SYSTEM"	"D341 Med"	"CCLE"	"central_nervous_system"	"primitive_neuroectodermal_tumour-medulloblastoma"	"NS"	"D341MED"
"D392MG_CENTRAL_NERVOUS_SYSTEM"	"D-392MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D392MG"
"D392MG_CENTRAL_NERVOUS_SYSTEM"	"D-392MG"	"946370"	"gdsc"	"nervous_system"	"glioma"	NA	"D392MG"
"D423MG_CENTRAL_NERVOUS_SYSTEM"	"D-423MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D423MG"
"D423MG_CENTRAL_NERVOUS_SYSTEM"	"D-423MG"	"946372"	"gdsc"	"nervous_system"	"glioma"	NA	"D423MG"
"D502MG_CENTRAL_NERVOUS_SYSTEM"	"D-502MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D502MG"
"D502MG_CENTRAL_NERVOUS_SYSTEM"	"D-502MG"	"946373"	"gdsc"	"nervous_system"	"glioma"	NA	"D502MG"
"D542MG_CENTRAL_NERVOUS_SYSTEM"	"D-542MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"NS"	"D542MG"
"D542MG_CENTRAL_NERVOUS_SYSTEM"	"D-542MG"	"753549"	"gdsc"	"nervous_system"	"glioma"	NA	"D542MG"
"D566MG_CENTRAL_NERVOUS_SYSTEM"	"D-566MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma"	"D566MG"
"D566MG_CENTRAL_NERVOUS_SYSTEM"	"D-566MG"	"946377"	"gdsc"	"nervous_system"	"glioma"	NA	"D566MG"
"DANG_PANCREAS"	"DANG_PANCREAS"	"DAN-G"	"CCLE"	"pancreas"	"carcinoma"	"NS"	"DANG"
"DANG_PANCREAS"	"DAN-G"	NA	"cosmic_clp"	"pancreas"	"carcinoma"	"NS"	"DANG"
"DAOY_CENTRAL_NERVOUS_SYSTEM"	"DAOY_CENTRAL_NERVOUS_SYSTEM"	"Daoy"	"CCLE"	"central_nervous_system"	"primitive_neuroectodermal_tumour-medulloblastoma"	"NS"	"DAOY"
"DAOY_CENTRAL_NERVOUS_SYSTEM"	"Daoy"	NA	"cosmic_clp"	"central_nervous_system"	"primitive_neuroectodermal_tumour-medulloblastoma"	"desmoplastic"	"DAOY"
"DAOY_CENTRAL_NERVOUS_SYSTEM"	"Daoy"	"906833"	"gdsc"	"nervous_system"	"medulloblastoma"	NA	"DAOY"
"DAOY_CENTRAL_NERVOUS_SYSTEM"	"Daoy"	NA	"eurofins"	"central_nervous_system"	"primitive_neuroectodermal_tumour-medulloblastoma"	"NS"	"DAOY"
"DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Daudi"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"DAUDI"
"DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Daudi"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"DAUDI"
"DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Daudi"	"906831"	"gdsc"	"blood"	"Burkitt_lymphoma"	NA	"DAUDI"
"DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Daudi"	NA	"eurofins"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"DAUDI"
"DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DB"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"DB"
"DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DB"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"DB"
"DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DB"	"906832"	"gdsc"	"blood"	"B_cell_lymphoma"	NA	"DB"
"DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DB"	NA	"eurofins"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"DB"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM"	"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM"	"DBTRG-05MG"	"CCLE"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"DBTRG05MG"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM"	"DBTRG-05MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"DBTRG05MG"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM"	"DBTRG-05MG"	"906835"	"gdsc"	"nervous_system"	"glioma"	NA	"DBTRG05MG"
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM"	"DBTRG-05MG"	NA	"eurofins"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"DBTRG05MG"
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DEL"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"NS"	"DEL"
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DEL"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"NS"	"DEL"
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DEL"	"906836"	"gdsc"	"blood"	"lymphoid_neoplasm_other"	NA	"DEL"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT"	"DETROIT562_UPPER_AERODIGESTIVE_TRACT"	"Detroit 562"	"CCLE"	"upper_aerodigestive_tract"	"carcinoma"	"NS"	"DETROIT562"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT"	"Detroit562"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"carcinoma"	"NS"	"DETROIT562"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT"	"Detroit562"	"906837"	"gdsc"	"aero_digestive_tract"	"head_and_neck"	NA	"DETROIT562"
"DETROIT562_UPPER_AERODIGESTIVE_TRACT"	"Detroit 562"	NA	"eurofins"	"upper_aerodigestive_tract"	"carcinoma"	"NS"	"DETROIT562"
"DFCI024_LUNG"	"DFCI024_LUNG"	"DFCI024"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"DFCI024"
"DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DG-75"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"DG75"
"DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DG-75"	"906838"	"gdsc"	"blood"	"Burkitt_lymphoma"	NA	"DG75"
"DIFI_LARGE_INTESTINE"	"DIFI"	NA	"cosmic_clp"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"DIFI"
"DJM1_SKIN"	"DJM-1"	NA	"cosmic_clp"	"skin"	"adnexal_tumour"	"other"	"DJM1"
"DJM1_SKIN"	"DJM-1"	"906841"	"gdsc"	"skin"	"skin_other"	NA	"DJM1"
"DKMG_CENTRAL_NERVOUS_SYSTEM"	"DKMG_CENTRAL_NERVOUS_SYSTEM"	"DK-MG"	"CCLE"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"DKMG"
"DKMG_CENTRAL_NERVOUS_SYSTEM"	"DK-MG"	NA	"cosmic_clp"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"DKMG"
"DKMG_CENTRAL_NERVOUS_SYSTEM"	"DK-MG"	"906839"	"gdsc"	"nervous_system"	"glioma"	NA	"DKMG"
"DKMG_CENTRAL_NERVOUS_SYSTEM"	"DK-MG"	NA	"eurofins"	"central_nervous_system"	"glioma"	"astrocytoma_Grade_IV"	"DKMG"
"DLD1_LARGE_INTESTINE"	"DLD1_LARGE_INTESTINE"	"DLD-1"	"CCLE"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"DLD1"
"DLD1_LARGE_INTESTINE"	"DLD-1"	NA	"eurofins"	"large_intestine"	"carcinoma"	"adenocarcinoma"	"DLD1"
"DM3_PLEURA"	"DM3_PLEURA"	"DM-3"	"CCLE"	"pleura"	"mesothelioma"	"NS"	"DM3"
"DMS114_LUNG"	"DMS114_LUNG"	"DMS 114"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS114"
"DMS114_LUNG"	"DMS-114"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS114"
"DMS114_LUNG"	"DMS-114"	"687983"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS114"
"DMS114_LUNG"	"DMS114"	NA	"eurofins"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS114"
"DMS153_LUNG"	"DMS153_LUNG"	"DMS 153"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS153"
"DMS153_LUNG"	"DMS-153"	"687984"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS153"
"DMS273_LUNG"	"DMS273_LUNG"	"DMS 273"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS273"
"DMS273_LUNG"	"DMS-273"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS273"
"DMS273_LUNG"	"DMS-273"	"687985"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS273"
"DMS273_LUNG"	"DMS273"	NA	"eurofins"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS273"
"DMS454_LUNG"	"DMS454_LUNG"	"DMS 454"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS454"
"DMS53_LUNG"	"DMS53_LUNG"	"DMS 53"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS53"
"DMS53_LUNG"	"DMS-53"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS53"
"DMS53_LUNG"	"DMS-53"	"907295"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS53"
"DMS53_LUNG"	"DMS53"	NA	"eurofins"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS53"
"DMS79_LUNG"	"DMS79_LUNG"	"DMS 79"	"CCLE"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS79"
"DMS79_LUNG"	"DMS-79"	NA	"cosmic_clp"	"lung"	"carcinoma"	"small_cell_carcinoma"	"DMS79"
"DMS79_LUNG"	"DMS-79"	"753551"	"gdsc"	"lung"	"lung_small_cell_carcinoma"	NA	"DMS79"
"DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DND-41"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_T_cell_leukaemia"	"DND41"
"DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DND-41"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"acute_lymphoblastic_T_cell_leukaemia"	"DND41"
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DOHH-2"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"DOHH2"
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DOHH-2"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"DOHH2"
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DOHH-2"	"906842"	"gdsc"	"blood"	"B_cell_lymphoma"	NA	"DOHH2"
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"DOHH-2"	NA	"eurofins"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"diffuse_large_B_cell_lymphoma"	"DOHH2"
"DOK_UPPER_AERODIGESTIVE_TRACT"	"DOK"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"other"	"dysplasia"	"DOK"
"DOK_UPPER_AERODIGESTIVE_TRACT"	"DOK"	"910936"	"gdsc"	"aero_digestive_tract"	"head_and_neck"	NA	"DOK"
"DOTC24510_CERVIX"	"DoTc2-4510"	NA	"cosmic_clp"	"cervix"	"carcinoma"	"NS"	"DOTC24510"
"DOTC24510_CERVIX"	"DoTc2-4510"	"906843"	"gdsc"	"urogenital_system"	"cervix"	NA	"DOTC24510"
"DOTC24510_CERVIX"	"DoTc2 4510"	NA	"eurofins"	"cervix"	"carcinoma"	"NS"	"DOTC24510"
"DOV13_OVARY"	"DOV13"	NA	"cosmic_clp"	"ovary"	"carcinoma"	"adenocarcinoma"	"DOV13"
"DSH1_URINARY_TRACT"	"DSH1"	NA	"cosmic_clp"	"urinary_tract"	"carcinoma"	"NS"	"DSH1"
"DSH1_URINARY_TRACT"	"DSH1"	"753552"	"gdsc"	"urogenital_system"	"Bladder"	NA	"DSH1"
"DU145_PROSTATE"	"DU145_PROSTATE"	"DU 145"	"CCLE"	"prostate"	"carcinoma"	"NS"	"DU145"
"DU145_PROSTATE"	"DU-145"	NA	"cosmic_clp"	"prostate"	"carcinoma"	"adenocarcinoma"	"DU145"
"DU145_PROSTATE"	"DU-145"	"905935"	"gdsc"	"urogenital_system"	"prostate"	NA	"DU145"
"DU145_PROSTATE"	"DU145"	NA	"eurofins"	"prostate"	"carcinoma"	"NS"	"DU145"
"DU4475_BREAST"	"DU4475_BREAST"	"DU4475"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"DU4475"
"DU4475_BREAST"	"DU-4475"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"DU4475"
"DU4475_BREAST"	"DU-4475"	"906844"	"gdsc"	"breast"	"breast"	NA	"DU4475"
"DV90_LUNG"	"DV90_LUNG"	"DV-90"	"CCLE"	"lung"	"carcinoma"	"adenocarcinoma"	"DV90"
"DV90_LUNG"	"DV-90"	"753553"	"gdsc"	"lung"	"lung_NSCLC_adenocarcinoma"	NA	"DV90"
"EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"EB1"
"EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB2"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"EB2"
"EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB2"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"EB2"
"EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB2"	"906846"	"gdsc"	"blood"	"Burkitt_lymphoma"	NA	"EB2"
"EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB-3"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"EB3"
"EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB-3"	"906847"	"gdsc"	"blood"	"Burkitt_lymphoma"	NA	"EB3"
"EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EB-3"	NA	"eurofins"	"haematopoietic_and_lymphoid_tissue"	"lymphoid_neoplasm"	"Burkitt_lymphoma"	"EB3"
"EBC1_LUNG"	"EBC1_LUNG"	"EBC-1"	"CCLE"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"EBC1"
"EBC1_LUNG"	"EBC-1"	NA	"cosmic_clp"	"lung"	"carcinoma"	"squamous_cell_carcinoma"	"EBC1"
"ECC10_STOMACH"	"ECC10_STOMACH"	"ECC10"	"CCLE"	"stomach"	"carcinoma"	"small_cell_adenocarcinoma"	"ECC10"
"ECC10_STOMACH"	"ECC10"	NA	"cosmic_clp"	"stomach"	"carcinoma"	"small_cell_adenocarcinoma"	"ECC10"
"ECC10_STOMACH"	"ECC10"	"906848"	"gdsc"	"digestive_system"	"stomach"	NA	"ECC10"
"ECC12_STOMACH"	"ECC12_STOMACH"	"ECC12"	"CCLE"	"stomach"	"carcinoma"	"small_cell_adenocarcinoma"	"ECC12"
"ECC12_STOMACH"	"ECC12"	NA	"cosmic_clp"	"stomach"	"carcinoma"	"small_cell_adenocarcinoma"	"ECC12"
"ECC12_STOMACH"	"ECC12"	"906849"	"gdsc"	"digestive_system"	"stomach"	NA	"ECC12"
"ECC4_DIGESTIVE_SYSTEM"	"ECC4"	"906850"	"gdsc"	"digestive_system"	"digestive_system_other"	NA	"ECC4"
"ECGI10_OESOPHAGUS"	"ECGI10_OESOPHAGUS"	"EC-GI-10"	"CCLE"	"oesophagus"	"carcinoma"	"NS"	"ECGI10"
"ECGI10_OESOPHAGUS"	"EC-GI-10"	NA	"cosmic_clp"	"oesophagus"	"carcinoma"	"NS"	"ECGI10"
"ECGI10_OESOPHAGUS"	"EC-GI-10"	"753555"	"gdsc"	"aero_digestive_tract"	"oesophagus"	NA	"ECGI10"
"EFE184_ENDOMETRIUM"	"EFE184_ENDOMETRIUM"	"EFE-184"	"CCLE"	"endometrium"	"carcinoma"	"NS"	"EFE184"
"EFE184_ENDOMETRIUM"	"EFE-184"	"924109"	"gdsc"	"urogenital_system"	"endometrium"	NA	"EFE184"
"EFM19_BREAST"	"EFM19_BREAST"	"EFM-19"	"CCLE"	"breast"	"carcinoma"	"ductal_carcinoma"	"EFM19"
"EFM19_BREAST"	"EFM-19"	NA	"cosmic_clp"	"breast"	"carcinoma"	"ductal_carcinoma"	"EFM19"
"EFM19_BREAST"	"EFM-19"	"906851"	"gdsc"	"breast"	"breast"	NA	"EFM19"
"EFM19_BREAST"	"EFM-19"	NA	"eurofins"	"breast"	"carcinoma"	"ductal_carcinoma"	"EFM19"
"EFM192A_BREAST"	"EFM192A_BREAST"	"EFM-192A"	"CCLE"	"breast"	"carcinoma"	"NS"	"EFM192A"
"EFM192A_BREAST"	"EFM-192A"	NA	"cosmic_clp"	"breast"	"carcinoma"	"NS"	"EFM192A"
