"unified_id"	"native_id"	"alt_id"	"id_type"	"tissue"	"match_id"
"EFO21_OVARY"	"EFO21_OVARY"	"EFO-21"	"CCLE"	"ovary"	"EFO21"
"EFO21_OVARY"	"EFO-21"	NA	"cosmic_clp"	"ovary"	"EFO21"
"EFO21_OVARY"	"EFO-21"	"911905"	"gdsc"	"urogenital_system"	"EFO21"
"EFO27_OVARY"	"EFO27_OVARY"	"EFO-27"	"CCLE"	"ovary"	"EFO27"
"EFO27_OVARY"	"EFO-27"	NA	"cosmic_clp"	"ovary"	"EFO27"
"EFO27_OVARY"	"EFO-27"	"906852"	"gdsc"	"urogenital_system"	"EFO27"
"EGI1_BILIARY_TRACT"	"EGI-1"	NA	"cosmic_clp"	"biliary_tract"	"EGI1"
"EGI1_BILIARY_TRACT"	"EGI-1"	"906853"	"gdsc"	"digestive_system"	"EGI1"
"EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EHEB"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"EHEB"
"EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EHEB"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"EHEB"
"EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EHEB"	"906854"	"gdsc"	"blood"	"EHEB"
"EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EJM"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"EJM"
"EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EJM"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"EJM"
"EKVX_LUNG"	"EKVX"	NA	"cosmic_clp"	"lung"	"EKVX"
"EKVX_LUNG"	"EKVX"	"905970"	"gdsc"	"lung"	"EKVX"
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EM-2"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"EM2"
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EM-2"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"EM2"
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EM-2"	"906855"	"gdsc"	"blood"	"EM2"
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EM-2"	NA	"eurofins"	"Hematopoietic and lymphoid (human chronic myeloid leukemia)"	"EM2"
"EMCBAC1_LUNG"	"EMC-BAC-1"	NA	"cosmic_clp"	"lung"	"EMCBAC1"
"EMCBAC2_LUNG"	"EMC-BAC-2"	NA	"cosmic_clp"	"lung"	"EMCBAC2"
"EN_ENDOMETRIUM"	"EN_ENDOMETRIUM"	"EN"	"CCLE"	"endometrium"	"EN"
"EN_ENDOMETRIUM"	"EN"	NA	"cosmic_clp"	"endometrium"	"EN"
"EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EOL-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"EOL1"
"EOL1CELL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EoL-1-cell"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"EOL1CELL"
"EOL1CELL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"EoL-1-cell"	"906856"	"gdsc"	"blood"	"EOL1CELL"
"EPLC272H_LUNG"	"EPLC272H_LUNG"	"EPLC-272H"	"CCLE"	"lung"	"EPLC272H"
"EPLC272H_LUNG"	"EPLC-272H"	NA	"cosmic_clp"	"lung"	"EPLC272H"
"EPLC272H_LUNG"	"EPLC-272H"	"753556"	"gdsc"	"lung"	"EPLC272H"
"ES1_BONE"	"ES1"	NA	"cosmic_clp"	"bone"	"ES1"
"ES1_BONE"	"ES1"	"949158"	"gdsc"	"bone"	"ES1"
"ES2_OVARY"	"ES2_OVARY"	"ES-2"	"CCLE"	"ovary"	"ES2"
"ES2_OVARY"	"ES-2"	NA	"cosmic_clp"	"ovary"	"ES2"
"ES2_OVARY"	"ES-2"	NA	"eurofins"	"Female GU (Ovary)"	"ES2"
"ES3_BONE"	"ES3"	NA	"cosmic_clp"	"bone"	"ES3"
"ES3_BONE"	"ES3"	"684055"	"gdsc"	"bone"	"ES3"
"ES4_BONE"	"ES4"	NA	"cosmic_clp"	"bone"	"ES4"
"ES4_BONE"	"ES4"	"949156"	"gdsc"	"bone"	"ES4"
"ES5_BONE"	"ES5"	NA	"cosmic_clp"	"bone"	"ES5"
"ES5_BONE"	"ES5"	"684057"	"gdsc"	"bone"	"ES5"
"ES6_BONE"	"ES6"	NA	"cosmic_clp"	"bone"	"ES6"
"ES6_BONE"	"ES6"	"949157"	"gdsc"	"bone"	"ES6"
"ES7_BONE"	"ES7"	NA	"cosmic_clp"	"bone"	"ES7"
"ES7_BONE"	"ES7"	"684059"	"gdsc"	"bone"	"ES7"
"ES8_BONE"	"ES8"	NA	"cosmic_clp"	"bone"	"ES8"
"ES8_BONE"	"ES8"	"949155"	"gdsc"	"bone"	"ES8"
"ESO26_OESOPHAGUS"	"ESO26"	NA	"cosmic_clp"	"oesophagus"	"ESO26"
"ESO51_OESOPHAGUS"	"ESO51"	NA	"cosmic_clp"	"oesophagus"	"ESO51"
"ESS1_ENDOMETRIUM"	"ESS1_ENDOMETRIUM"	"ESS-1"	"CCLE"	"endometrium"	"ESS1"
"ESS1_ENDOMETRIUM"	"ESS-1"	NA	"cosmic_clp"	"endometrium"	"ESS1"
"ESS1_ENDOMETRIUM"	"ESS-1"	"907000"	"gdsc"	"urogenital_system"	"ESS1"
"ETK1_BILIARY_TRACT"	"ETK-1"	NA	"cosmic_clp"	"biliary_tract"	"ETK1"
"ETK1_BILIARY_TRACT"	"ETK-1"	"906861"	"gdsc"	"digestive_system"	"ETK1"
"EVSAT_BREAST"	"EVSAT_BREAST"	"EVSA-T"	"CCLE"	"breast"	"EVSAT"
"EVSAT_BREAST"	"EVSA-T"	NA	"cosmic_clp"	"breast"	"EVSAT"
"EVSAT_BREAST"	"EVSA-T"	"906862"	"gdsc"	"breast"	"EVSAT"
"EW1_BONE"	"EW-1"	NA	"cosmic_clp"	"bone"	"EW1"
"EW1_BONE"	"EW-1"	"949163"	"gdsc"	"bone"	"EW1"
"EW11_BONE"	"EW-11"	NA	"cosmic_clp"	"bone"	"EW11"
"EW11_BONE"	"EW-11"	"684062"	"gdsc"	"bone"	"EW11"
"EW12_BONE"	"EW-12"	NA	"cosmic_clp"	"bone"	"EW12"
"EW12_BONE"	"EW-12"	"949162"	"gdsc"	"bone"	"EW12"
"EW13_BONE"	"EW-13"	NA	"cosmic_clp"	"bone"	"EW13"
"EW13_BONE"	"EW-13"	"949166"	"gdsc"	"bone"	"EW13"
"EW16_BONE"	"EW-16"	NA	"cosmic_clp"	"bone"	"EW16"
"EW16_BONE"	"EW-16"	"949165"	"gdsc"	"bone"	"EW16"
"EW18_BONE"	"EW-18"	NA	"cosmic_clp"	"bone"	"EW18"
"EW18_BONE"	"EW-18"	"949164"	"gdsc"	"bone"	"EW18"
"EW22_BONE"	"EW-22"	NA	"cosmic_clp"	"bone"	"EW22"
"EW22_BONE"	"EW-22"	"949167"	"gdsc"	"bone"	"EW22"
"EW24_BONE"	"EW-24"	NA	"cosmic_clp"	"bone"	"EW24"
"EW24_BONE"	"EW-24"	"949168"	"gdsc"	"bone"	"EW24"
"EW3_BONE"	"EW-3"	NA	"cosmic_clp"	"bone"	"EW3"
"EW3_BONE"	"EW-3"	"949161"	"gdsc"	"bone"	"EW3"
"EW7_BONE"	"EW-7"	NA	"cosmic_clp"	"bone"	"EW7"
"EW7_BONE"	"EW-7"	"949160"	"gdsc"	"bone"	"EW7"
"EW8_BONE"	"EW8_BONE"	"EW8"	"CCLE"	"bone"	"EW8"
"EWS502_BONE"	"EWS502_BONE"	"EWS502"	"CCLE"	"bone"	"EWS502"
"F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"F-36P"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"F36P"
"F5_CENTRAL_NERVOUS_SYSTEM"	"F5_CENTRAL_NERVOUS_SYSTEM"	"F5"	"CCLE"	"central_nervous_system"	"F5"
"FADU_UPPER_AERODIGESTIVE_TRACT"	"FADU_UPPER_AERODIGESTIVE_TRACT"	"FaDu"	"CCLE"	"upper_aerodigestive_tract"	"FADU"
"FADU_UPPER_AERODIGESTIVE_TRACT"	"FADU"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"FADU"
"FADU_UPPER_AERODIGESTIVE_TRACT"	"FADU"	"906863"	"gdsc"	"aero_digestive_tract"	"FADU"
"FADU_UPPER_AERODIGESTIVE_TRACT"	"FaDu"	NA	"eurofins"	"Head and Neck"	"FADU"
"FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Farage"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"FARAGE"
"FLO1_OESOPHAGUS"	"FLO-1"	NA	"cosmic_clp"	"oesophagus"	"FLO1"
"FTC133_THYROID"	"FTC133_THYROID"	"FTC-133"	"CCLE"	"thyroid"	"FTC133"
"FTC133_THYROID"	"FTC-133"	NA	"cosmic_clp"	"thyroid"	"FTC133"
"FTC133_THYROID"	"FTC-133"	"906864"	"gdsc"	"thyroid"	"FTC133"
"FTC238_THYROID"	"FTC238_THYROID"	"FTC-238"	"CCLE"	"thyroid"	"FTC238"
"FU97_STOMACH"	"FU97_STOMACH"	"FU97"	"CCLE"	"stomach"	"FU97"
"FU97_STOMACH"	"FU97"	NA	"cosmic_clp"	"stomach"	"FU97"
"FUOV1_OVARY"	"FUOV1_OVARY"	"FU-OV-1"	"CCLE"	"ovary"	"FUOV1"
"FUOV1_OVARY"	"FU-OV-1"	NA	"cosmic_clp"	"ovary"	"FUOV1"
"G292CLONEA141B1_BONE"	"G292CLONEA141B1_BONE"	"G-292, clone A141B1"	"CCLE"	"bone"	"G292CLONEA141B1"
"G292CLONEA141B1_BONE"	"G-292_Clone_A141B1"	NA	"cosmic_clp"	"bone"	"G292CLONEA141B1"
"G361_SKIN"	"G361_SKIN"	"G-361"	"CCLE"	"skin"	"G361"
"G361_SKIN"	"G-361"	NA	"cosmic_clp"	"skin"	"G361"
"G361_SKIN"	"G-361"	"906865"	"gdsc"	"skin"	"G361"
"G401_SOFT_TISSUE"	"G401_SOFT_TISSUE"	"G-401"	"CCLE"	"soft_tissue"	"G401"
"G401_SOFT_TISSUE"	"G-401"	NA	"cosmic_clp"	"soft_tissue"	"G401"
"G401_SOFT_TISSUE"	"G-401"	"907299"	"gdsc"	"kidney"	"G401"
"G401_SOFT_TISSUE"	"G-401"	NA	"eurofins"	"kidney"	"G401"
"G402_SOFT_TISSUE"	"G402_SOFT_TISSUE"	"G-402"	"CCLE"	"soft_tissue"	"G402"
"G402_SOFT_TISSUE"	"G-402"	NA	"cosmic_clp"	"soft_tissue"	"G402"
"G402_SOFT_TISSUE"	"G-402"	"907298"	"gdsc"	"soft_tissue"	"G402"
"G402_SOFT_TISSUE"	"G-402"	NA	"eurofins"	"Kidney"	"G402"
"GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GA-10"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"GA10"
"GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GA-10"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"GA10"
"GAK_SKIN"	"GAK"	NA	"cosmic_clp"	"skin"	"GAK"
"GAK_SKIN"	"GAK"	"910932"	"gdsc"	"skin"	"GAK"
"GAMG_CENTRAL_NERVOUS_SYSTEM"	"GAMG_CENTRAL_NERVOUS_SYSTEM"	"GAMG"	"CCLE"	"central_nervous_system"	"GAMG"
"GAMG_CENTRAL_NERVOUS_SYSTEM"	"GAMG"	NA	"cosmic_clp"	"central_nervous_system"	"GAMG"
"GAMG_CENTRAL_NERVOUS_SYSTEM"	"GAMG"	"906868"	"gdsc"	"nervous_system"	"GAMG"
"GB1_CENTRAL_NERVOUS_SYSTEM"	"GB1_CENTRAL_NERVOUS_SYSTEM"	"GB-1"	"CCLE"	"central_nervous_system"	"GB1"
"GB1_CENTRAL_NERVOUS_SYSTEM"	"GB-1"	NA	"cosmic_clp"	"central_nervous_system"	"GB1"
"GB1_CENTRAL_NERVOUS_SYSTEM"	"GB-1"	"687568"	"gdsc"	"nervous_system"	"GB1"
"GCIY_STOMACH"	"GCIY_STOMACH"	"GCIY"	"CCLE"	"stomach"	"GCIY"
"GCIY_STOMACH"	"GCIY"	NA	"cosmic_clp"	"stomach"	"GCIY"
"GCIY_STOMACH"	"GCIY"	"906869"	"gdsc"	"digestive_system"	"GCIY"
"GCT_SOFT_TISSUE"	"GCT_SOFT_TISSUE"	"GCT"	"CCLE"	"soft_tissue"	"GCT"
"GCT_SOFT_TISSUE"	"GCT"	NA	"cosmic_clp"	"soft_tissue"	"GCT"
"GCT_SOFT_TISSUE"	"GCT"	"906999"	"gdsc"	"soft_tissue"	"GCT"
"GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GDM-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"GDM1"
"GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GDM-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"GDM1"
"GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GDM-1"	"906870"	"gdsc"	"blood"	"GDM1"
"GEO_LARGE_INTESTINE"	"GEO"	NA	"cosmic_clp"	"large_intestine"	"GEO"
"GI1_CENTRAL_NERVOUS_SYSTEM"	"GI1_CENTRAL_NERVOUS_SYSTEM"	"GI-1"	"CCLE"	"central_nervous_system"	"GI1"
"GI1_CENTRAL_NERVOUS_SYSTEM"	"GI-1"	NA	"cosmic_clp"	"central_nervous_system"	"GI1"
"GI1_CENTRAL_NERVOUS_SYSTEM"	"GI-1"	"906871"	"gdsc"	"nervous_system"	"GI1"
"GIMEN_AUTONOMIC_GANGLIA"	"GI-ME-N"	NA	"cosmic_clp"	"autonomic_ganglia"	"GIMEN"
"GIMEN_AUTONOMIC_GANGLIA"	"GI-ME-N"	"906872"	"gdsc"	"nervous_system"	"GIMEN"
"GMEL_SKIN"	"G-MEL"	NA	"cosmic_clp"	"skin"	"GMEL"
"GMS10_CENTRAL_NERVOUS_SYSTEM"	"GMS10_CENTRAL_NERVOUS_SYSTEM"	"GMS-10"	"CCLE"	"central_nervous_system"	"GMS10"
"GMS10_CENTRAL_NERVOUS_SYSTEM"	"GMS-10"	NA	"cosmic_clp"	"central_nervous_system"	"GMS10"
"GMS10_CENTRAL_NERVOUS_SYSTEM"	"GMS-10"	"906873"	"gdsc"	"nervous_system"	"GMS10"
"GOS3_CENTRAL_NERVOUS_SYSTEM"	"GOS3_CENTRAL_NERVOUS_SYSTEM"	"GOS-3"	"CCLE"	"central_nervous_system"	"GOS3"
"GOTO_AUTONOMIC_GANGLIA"	"GOTO"	NA	"cosmic_clp"	"autonomic_ganglia"	"GOTO"
"GOTO_AUTONOMIC_GANGLIA"	"GOTO"	"906875"	"gdsc"	"nervous_system"	"GOTO"
"GP2D_LARGE_INTESTINE"	"GP2D_LARGE_INTESTINE"	"GP2d"	"CCLE"	"large_intestine"	"GP2D"
"GP5D_LARGE_INTESTINE"	"GP5d"	NA	"cosmic_clp"	"large_intestine"	"GP5D"
"GP5D_LARGE_INTESTINE"	"GP5d"	"907291"	"gdsc"	"digestive_system"	"GP5D"
"GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GRANTA-519"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"GRANTA519"
"GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GRANTA-519"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"GRANTA519"
"GRM_SKIN"	"GRM_SKIN"	"GR-M"	"CCLE"	"skin"	"GRM"
"GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GR-ST"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"GRST"
"GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"GR-ST"	"906877"	"gdsc"	"blood"	"GRST"
"GSS_STOMACH"	"GSS_STOMACH"	"GSS"	"CCLE"	"stomach"	"GSS"
"GSU_STOMACH"	"GSU_STOMACH"	"GSU"	"CCLE"	"stomach"	"GSU"
"GT3TKB_STOMACH"	"GT3TKB"	NA	"cosmic_clp"	"stomach"	"GT3TKB"
"GT3TKB_STOMACH"	"GT3TKB"	"907041"	"gdsc"	"digestive_system"	"GT3TKB"
"H2369_PLEURA"	"H2369"	NA	"cosmic_clp"	"pleura"	"H2369"
"H2373_PLEURA"	"H2373"	NA	"cosmic_clp"	"pleura"	"H2373"
"H2461_PLEURA"	"H2461"	NA	"cosmic_clp"	"pleura"	"H2461"
"H2591_PLEURA"	"H2591"	NA	"cosmic_clp"	"pleura"	"H2591"
"H2595_PLEURA"	"H2595"	NA	"cosmic_clp"	"pleura"	"H2595"
"H2722_PLEURA"	"H2722"	NA	"cosmic_clp"	"pleura"	"H2722"
"H2731_PLEURA"	"H2731"	NA	"cosmic_clp"	"pleura"	"H2731"
"H2795_PLEURA"	"H2795"	NA	"cosmic_clp"	"pleura"	"H2795"
"H2803_PLEURA"	"H2803"	NA	"cosmic_clp"	"pleura"	"H2803"
"H2804_PLEURA"	"H2804"	NA	"cosmic_clp"	"pleura"	"H2804"
"H2810_PLEURA"	"H2810"	NA	"cosmic_clp"	"pleura"	"H2810"
"H2818_PLEURA"	"H2818"	NA	"cosmic_clp"	"pleura"	"H2818"
"H2869_PLEURA"	"H2869"	NA	"cosmic_clp"	"pleura"	"H2869"
"H290_PLEURA"	"H290"	NA	"cosmic_clp"	"pleura"	"H290"
"H3118_UPPER_AERODIGESTIVE_TRACT"	"H3118"	NA	"cosmic_clp"	"upper_aerodigestive_tract"	"H3118"
"H3255_LUNG"	"H3255"	NA	"cosmic_clp"	"lung"	"H3255"
"H4_CENTRAL_NERVOUS_SYSTEM"	"H4_CENTRAL_NERVOUS_SYSTEM"	"H4"	"CCLE"	"central_nervous_system"	"H4"
"H4_CENTRAL_NERVOUS_SYSTEM"	"H4"	NA	"cosmic_clp"	"central_nervous_system"	"H4"
"H4_CENTRAL_NERVOUS_SYSTEM"	"H4"	"907042"	"gdsc"	"nervous_system"	"H4"
"H4_CENTRAL_NERVOUS_SYSTEM"	"H4"	NA	"eurofins"	"CNS"	"H4"
"H513_PLEURA"	"H513"	NA	"cosmic_clp"	"pleura"	"H513"
"H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"H9"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"H9"
"H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"H9"	"907043"	"gdsc"	"blood"	"H9"
"HA7RCC_KIDNEY"	"HA7-RCC"	NA	"cosmic_clp"	"kidney"	"HA7RCC"
"HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HAL-01"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"HAL01"
"HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HAL-01"	"949153"	"gdsc"	"blood"	"HAL01"
"HARA_LUNG"	"HARA_LUNG"	"HARA"	"CCLE"	"lung"	"HARA"
"HARA_LUNG"	"HARA"	NA	"cosmic_clp"	"lung"	"HARA"
"HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HC-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"HC1"
"HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HC-1"	"907044"	"gdsc"	"blood"	"HC1"
"HCC1143_BREAST"	"HCC1143_BREAST"	"HCC1143"	"CCLE"	"breast"	"HCC1143"
"HCC1143_BREAST"	"HCC1143"	NA	"cosmic_clp"	"breast"	"HCC1143"
"HCC1143_BREAST"	"HCC1143"	"749710"	"gdsc"	"breast"	"HCC1143"
"HCC1171_LUNG"	"HCC1171_LUNG"	"HCC-1171"	"CCLE"	"lung"	"HCC1171"
"HCC1187_BREAST"	"HCC1187_BREAST"	"HCC1187"	"CCLE"	"breast"	"HCC1187"
"HCC1187_BREAST"	"HCC1187"	NA	"cosmic_clp"	"breast"	"HCC1187"
"HCC1187_BREAST"	"HCC1187"	"749711"	"gdsc"	"breast"	"HCC1187"
"HCC1195_LUNG"	"HCC1195_LUNG"	"HCC-1195"	"CCLE"	"lung"	"HCC1195"
"HCC1359_LUNG"	"HCC1359_LUNG"	"HCC-1359"	"CCLE"	"lung"	"HCC1359"
"HCC1395_BREAST"	"HCC1395_BREAST"	"HCC1395"	"CCLE"	"breast"	"HCC1395"
"HCC1395_BREAST"	"HCC1395"	NA	"cosmic_clp"	"breast"	"HCC1395"
"HCC1395_BREAST"	"HCC1395"	"749712"	"gdsc"	"breast"	"HCC1395"
"HCC1419_BREAST"	"HCC1419_BREAST"	"HCC1419"	"CCLE"	"breast"	"HCC1419"
"HCC1419_BREAST"	"HCC1419"	NA	"cosmic_clp"	"breast"	"HCC1419"
"HCC1419_BREAST"	"HCC1419"	"907045"	"gdsc"	"breast"	"HCC1419"
"HCC1428_BREAST"	"HCC1428_BREAST"	"HCC1428"	"CCLE"	"breast"	"HCC1428"
"HCC1428_BREAST"	"HCC1428"	NA	"cosmic_clp"	"breast"	"HCC1428"
"HCC1438_LUNG"	"HCC1438_LUNG"	"HCC-1438"	"CCLE"	"lung"	"HCC1438"
"HCC15_LUNG"	"HCC15_LUNG"	"HCC-15"	"CCLE"	"lung"	"HCC15"
"HCC15_LUNG"	"HCC-15"	NA	"cosmic_clp"	"lung"	"HCC15"
"HCC1500_BREAST"	"HCC1500_BREAST"	"HCC1500"	"CCLE"	"breast"	"HCC1500"
"HCC1500_BREAST"	"HCC1500"	NA	"cosmic_clp"	"breast"	"HCC1500"
"HCC1569_BREAST"	"HCC1569_BREAST"	"HCC1569"	"CCLE"	"breast"	"HCC1569"
"HCC1569_BREAST"	"HCC1569"	NA	"cosmic_clp"	"breast"	"HCC1569"
"HCC1569_BREAST"	"HCC1569"	"907046"	"gdsc"	"breast"	"HCC1569"
"HCC1588_LUNG"	"HCC1588_LUNG"	"HCC-1588"	"CCLE"	"lung"	"HCC1588"
"HCC1599_BREAST"	"HCC1599_BREAST"	"HCC1599"	"CCLE"	"breast"	"HCC1599"
"HCC1599_BREAST"	"HCC1599"	NA	"cosmic_clp"	"breast"	"HCC1599"
"HCC1599_BREAST"	"HCC1599"	"749713"	"gdsc"	"breast"	"HCC1599"
"HCC1806_BREAST"	"HCC1806_BREAST"	"HCC1806"	"CCLE"	"breast"	"HCC1806"
"HCC1806_BREAST"	"HCC1806"	NA	"cosmic_clp"	"breast"	"HCC1806"
"HCC1806_BREAST"	"HCC1806"	"907047"	"gdsc"	"breast"	"HCC1806"
"HCC1833_LUNG"	"HCC1833_LUNG"	"HCC-1833"	"CCLE"	"lung"	"HCC1833"
"HCC1897_LUNG"	"HCC1897_LUNG"	"HCC-1897"	"CCLE"	"lung"	"HCC1897"
"HCC1937_BREAST"	"HCC1937_BREAST"	"HCC1937"	"CCLE"	"breast"	"HCC1937"
"HCC1937_BREAST"	"HCC1937"	NA	"cosmic_clp"	"breast"	"HCC1937"
"HCC1937_BREAST"	"HCC1937"	"749714"	"gdsc"	"breast"	"HCC1937"
"HCC1954_BREAST"	"HCC1954_BREAST"	"HCC1954"	"CCLE"	"breast"	"HCC1954"
"HCC1954_BREAST"	"HCC1954"	NA	"cosmic_clp"	"breast"	"HCC1954"
"HCC1954_BREAST"	"HCC1954"	"749709"	"gdsc"	"breast"	"HCC1954"
"HCC202_BREAST"	"HCC202_BREAST"	"HCC202"	"CCLE"	"breast"	"HCC202"
"HCC202_BREAST"	"HCC202"	NA	"cosmic_clp"	"breast"	"HCC202"
"HCC2108_LUNG"	"HCC2108_LUNG"	"HCC-2108"	"CCLE"	"lung"	"HCC2108"
"HCC2157_BREAST"	"HCC2157_BREAST"	"HCC2157"	"CCLE"	"breast"	"HCC2157"
"HCC2157_BREAST"	"HCC2157"	NA	"cosmic_clp"	"breast"	"HCC2157"
"HCC2157_BREAST"	"HCC2157"	"749715"	"gdsc"	"breast"	"HCC2157"
"HCC2218_BREAST"	"HCC2218_BREAST"	"HCC2218"	"CCLE"	"breast"	"HCC2218"
"HCC2218_BREAST"	"HCC2218"	NA	"cosmic_clp"	"breast"	"HCC2218"
"HCC2218_BREAST"	"HCC2218"	"749716"	"gdsc"	"breast"	"HCC2218"
"HCC2279_LUNG"	"HCC2279_LUNG"	"HCC-2279"	"CCLE"	"lung"	"HCC2279"
"HCC2814_LUNG"	"HCC2814_LUNG"	"HCC-2814"	"CCLE"	"lung"	"HCC2814"
"HCC2935_LUNG"	"HCC2935_LUNG"	"HCC2935"	"CCLE"	"lung"	"HCC2935"
"HCC2998_LARGE_INTESTINE"	"HCC2998"	NA	"cosmic_clp"	"large_intestine"	"HCC2998"
"HCC2998_LARGE_INTESTINE"	"HCC2998"	"905971"	"gdsc"	"digestive_system"	"HCC2998"
"HCC33_LUNG"	"HCC33_LUNG"	"HCC-33"	"CCLE"	"lung"	"HCC33"
"HCC33_LUNG"	"HCC-33"	NA	"cosmic_clp"	"lung"	"HCC33"
"HCC364_LUNG"	"HCC364_LUNG"	"HCC364"	"CCLE"	"lung"	"HCC364"
"HCC366_LUNG"	"HCC366_LUNG"	"HCC-366"	"CCLE"	"lung"	"HCC366"
"HCC366_LUNG"	"HCC-366"	NA	"cosmic_clp"	"lung"	"HCC366"
"HCC38_BREAST"	"HCC38_BREAST"	"HCC38"	"CCLE"	"breast"	"HCC38"
"HCC38_BREAST"	"HCC38"	NA	"cosmic_clp"	"breast"	"HCC38"
"HCC38_BREAST"	"HCC38"	"749717"	"gdsc"	"breast"	"HCC38"
"HCC4006_LUNG"	"HCC4006_LUNG"	"HCC4006"	"CCLE"	"lung"	"HCC4006"
"HCC44_LUNG"	"HCC44_LUNG"	"HCC-44"	"CCLE"	"lung"	"HCC44"
"HCC44_LUNG"	"HCC-44"	NA	"cosmic_clp"	"lung"	"HCC44"
"HCC56_LARGE_INTESTINE"	"HCC56_LARGE_INTESTINE"	"HCC-56"	"CCLE"	"large_intestine"	"HCC56"
"HCC56_LARGE_INTESTINE"	"HCC-56"	NA	"cosmic_clp"	"large_intestine"	"HCC56"
"HCC70_BREAST"	"HCC70_BREAST"	"HCC70"	"CCLE"	"breast"	"HCC70"
"HCC70_BREAST"	"HCC70"	NA	"cosmic_clp"	"breast"	"HCC70"
"HCC70_BREAST"	"HCC70"	"907048"	"gdsc"	"breast"	"HCC70"
"HCC70_BREAST"	"HCC70"	NA	"eurofins"	"Breast"	"HCC70"
"HCC78_LUNG"	"HCC78_LUNG"	"HCC-78"	"CCLE"	"lung"	"HCC78"
"HCC78_LUNG"	"HCC-78"	NA	"cosmic_clp"	"lung"	"HCC78"
"HCC827_LUNG"	"HCC827_LUNG"	"HCC827"	"CCLE"	"lung"	"HCC827"
